site,date,observer,transect,start_time,end_time,temp_C,wind,wind2,sky,floral_visitor_ID,MoreSpecificID,plant_visiting,num_individuals ,notes,associated_media,Cells to the right autofill; don't enter data,temp_F,month,year,temp_Crounded
SBCC,4/14/2021,Gaby,3,1348,1353,16,1,,clear,HB,,Ceanothus sp.,1,,,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,3,1348,1353,16,1,,clear,SSB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,3,1348,1353,16,1,,clear,Bumble,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,4,1354,1359,16,1,,clear,HB,,Prunus ilicifolia ssp. lyonii,3,,,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,1,1404,1409,16,1,,clear,HB,,Borago officinalis,4,,,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,1,1404,1409,16,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,5,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,1,1404,1409,16,1,,clear,Bumble,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,1,1404,1409,16,1,,clear,SHBB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,2,1410,1415,16,1,,clear,Fly,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,2,1410,1415,16,1,,clear,HB,,Ceanothus sp.,1,,,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,3,1418,1423,16,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,2,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,3,1418,1423,16,1,,clear,HB,,Ceanothus sp.,2,,,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,3,1418,1423,16,1,,clear,HB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,61,4,2021,16
SBCC,4/14/2021,Gaby,4,1425,1430,16,1,,clear,HB,,Prunus ilicifolia ssp. lyonii,3,,,Cells to the right autofill; don't enter data,61,4,2021,16
Brad,4/16/2021,Gaby,1,1302,1312,16,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,61,4,2021,16
Brad,4/16/2021,Gaby,2,1313,1323,16,1,,clear,Carpenter,,Lycianthes sp.,1,,,Cells to the right autofill; don't enter data,61,4,2021,16
Brad,4/16/2021,Gaby,2,1313,1323,16,1,,clear,Bumble,,Lycianthes sp.,1,,,Cells to the right autofill; don't enter data,61,4,2021,16
Brad,4/16/2021,Gaby,1,1329,1339,16,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,61,4,2021,16
Brad,4/16/2021,Gaby,2,1341,1351,16,1,,clear,Fly,,Aloysia citrodora,1,,,Cells to the right autofill; don't enter data,61,4,2021,16
Brad,4/16/2021,Gaby,2,1341,1351,16,1,,clear,Fly,,Lycianthes sp.,2,,,Cells to the right autofill; don't enter data,61,4,2021,16
La Cumbre MS,4/22/2021,Gaby,1,1045,1053,15,1,,bright overcast,Fly,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,59,4,2021,15
La Cumbre MS,4/22/2021,Gaby,2,1055,1102,15,1,,bright overcast,Fly,,Tagetes sp.,1,,,Cells to the right autofill; don't enter data,59,4,2021,15
La Cumbre MS,4/22/2021,Gaby,2,1055,1102,15,1,,bright overcast,HB,,Diplotaxis tenuifolia,2,,,Cells to the right autofill; don't enter data,59,4,2021,15
La Cumbre MS,4/22/2021,Gaby,3,1103,1108,15,1,,bright overcast,,,,0,no visitors,,Cells to the right autofill; don't enter data,59,4,2021,15
La Cumbre MS,4/22/2021,Gaby,1,1110,1118,15,1,,bright overcast,HB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,59,4,2021,15
La Cumbre MS,4/22/2021,Gaby,1,1110,1118,15,1,,bright overcast,Green Sweat Bee,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,59,4,2021,15
La Cumbre MS,4/22/2021,Gaby,2,1125,1132,15,1,,bright overcast,HB,,Diplotaxis tenuifolia,1,,,Cells to the right autofill; don't enter data,59,4,2021,15
La Cumbre MS,4/22/2021,Gaby,3,1134,1139,15,1,,bright overcast,Fly,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,59,4,2021,15
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,SSB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,HB,,Sedum sp.,1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,HB,,Calendula sp.,3,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,HB,,Lavandula sp.,3,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,Carpenter,,Sedum sp.,1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,Bumble,,Lathyrus odoratus,1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,HB,,Prunus sp. 'Pluot',1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,2,1126,1136,19,0,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,2,1126,1136,19,0,,clear,HB,,Prunus salicina,1,Plum,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HB,,Sedum sp.,2,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HB,,Calendula sp.,6,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HB,,Lavandula sp.,4,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HLB,,Lavandula sp.,1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HLB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,2,1202,1212,19,0,,clear,HB,,Geranium sp.,1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,2,1202,1212,19,0,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,66,4,2021,19
SBCC,4/28/2021,Gaby,1,1530,1535,21,0,,clear,HB,,Borago officinalis,15,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1530,1535,21,0,,clear,HB,,Ocimum kilimandscharicum x basilicum ,8,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1530,1535,21,0,,clear,Bumble,,Eschscholzia californica,2,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1536,1541,21,0,,clear,Carpenter,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1536,1541,21,0,,clear,Bumble,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1536,1541,21,0,,clear,Fly,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1555,1600,21,0,,clear,HB,,Ocimum kilimandscharicum x basilicum ,5,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1555,1600,21,0,,clear,HB,,Ceanothus sp.,3,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1555,1600,21,0,,clear,Bug,,Ceanothus sp.,1,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,4,1601,1606,21,0,,clear,HB,,Prunus ilicifolia ssp. lyonii,18,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1608,1613,21,0,,clear,Bumble,,Borago officinalis,2,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1608,1613,21,0,,clear,HB,,Ocimum kilimandscharicum x basilicum ,7,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1608,1613,21,0,,clear,HB,,Borago officinalis,12,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1608,1613,21,0,,clear,Carpenter,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1608,1613,21,0,,clear,MHBB,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1618,1623,21,0,,clear,Bumble,,Salvia canariensis,3,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1618,1623,21,0,,clear,HB,,Salvia canariensis,2,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1618,1623,21,0,,clear,Carpenter,,Salvia canariensis,2,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1629,1634,21,0,,clear,HB,,Ocimum kilimandscharicum x basilicum ,5,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1629,1634,21,0,,clear,Bumble,,Ceanothus sp.,1,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1629,1634,21,0,,clear,HB,,Ceanothus sp.,2,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1629,1634,21,0,,clear,Fly,,Ocimum kilimandscharicum x basilicum ,2,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,4,1639,1644,21,0,,clear,HB,,Prunus ilicifolia ssp. lyonii,26,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,4,1639,1644,21,0,,clear,HB,,Sedum sp.,1,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBCC,4/28/2021,Gaby,4,1639,1644,21,0,,clear,Bug,,Prunus ilicifolia ssp. lyonii,1,,,Cells to the right autofill; don't enter data,70,4,2021,21
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,SDB,,Salvia mellifera,1,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,HB,,Salvia mellifera,2,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,Bug,,Salvia mellifera,1,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,Bumble,,Salvia mellifera,1,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,HB,,Salvia leucophylla,3,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,SDB,,Salvia leucophylla,1,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1129,1139,28,0,,clear,Bumble,,Salvia mellifera,1,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1129,1139,28,0,,clear,SSB,,Eriophyllum confertiflorum,3,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1129,1139,28,0,,clear,Fly,,Eriophyllum confertiflorum,2,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1129,1139,28,0,,clear,Bug,,Salvia azurea,1,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1153,1203,28,0,,clear,HB,,Salvia mellifera,2,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1153,1203,28,0,,clear,MHBB,,Salvia mellifera,1,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1153,1203,28,0,,clear,HB,,Salvia leucophylla,3,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1153,1203,28,0,,clear,HB,,Eriodictyon californicum,1,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1206,1216,28,0,,clear,SDB,,Eriophyllum confertiflorum,1,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1206,1216,28,0,,clear,Bug,,Salvia azurea,1,,,Cells to the right autofill; don't enter data,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1206,1216,28,0,,clear,SSB,,Phacelia sp.,1,KJE note: this might be Polistoma,,Cells to the right autofill; don't enter data,82,4,2021,28
Brad,4/30/2021,Gaby,1,1205,1215,19,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,66,4,2021,19
Brad,4/30/2021,Gaby,2,1217,1227,19,1,,clear,HB,,Vicia faba,1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Brad,4/30/2021,Gaby,2,1217,1227,19,1,,clear,HB,,Lycianthes sp.,1,,,Cells to the right autofill; don't enter data,66,4,2021,19
Brad,4/30/2021,Gaby,1,1228,1238,19,1,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,66,4,2021,19
Brad,4/30/2021,Gaby,2,1239,1249,19,1,,clear,HB,,Vicia faba,2,,,Cells to the right autofill; don't enter data,66,4,2021,19
La Cumbre MS,4/30/2021,Gaby,1,1050,1058,22,0,,clear,HB,,Tagetes sp.,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,1,1050,1058,22,0,,clear,SHBB,,Tagetes sp.,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,1,1050,1058,22,0,,clear,Bumble,,Cosmos,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,1,1050,1058,22,0,,clear,HB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1100,1107,22,0,,clear,HB,,Diplotaxis tenuifolia,3,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1100,1107,22,0,,clear,HB,,Eschscholzia californica,2,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1100,1107,22,0,,clear,Bumble,,Senna sp.,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1100,1107,22,0,,clear,MHBB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1100,1107,22,0,,clear,HB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,3,1109,1114,22,0,,clear,HB,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,3,1109,1114,22,0,,clear,Fly,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,3,1109,1114,22,0,,clear,HB,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,1,1115,1123,22,0,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,1,1115,1123,22,0,,clear,HB,,Cosmos,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1124,1131,22,0,,clear,HB,,Salvia sp.,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1124,1131,22,0,,clear,HB,,Diplotaxis tenuifolia,2,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1124,1131,22,0,,clear,HB,,Eschscholzia californica,2,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1124,1131,22,0,,clear,SSB,,Diplotaxis tenuifolia,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1124,1131,22,0,,clear,Bumble,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1124,1131,22,0,,clear,SHBB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,2,1124,1131,22,0,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,72,4,2021,22
La Cumbre MS,4/30/2021,Gaby,3,1132,1137,22,0,,clear,,,,0,no visitors,,Cells to the right autofill; don't enter data,72,4,2021,22
Mesa Harmony,5/12/2021,Gaby,1,1126,1136,16,1,,bright overcast,Fly,,Sedum sp.,1,,,Cells to the right autofill; don't enter data,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,1,1126,1136,16,1,,bright overcast,HB,,Lavandula sp.,3,,,Cells to the right autofill; don't enter data,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,2,1137,1147,16,1,,bright overcast,,,,0,no visitors,,Cells to the right autofill; don't enter data,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,1,1148,1158,16,1,,bright overcast,HB,,Lavandula sp.,4,,,Cells to the right autofill; don't enter data,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,1,1148,1158,16,1,,bright overcast,HB,,Nasturtium sp.,1,,,Cells to the right autofill; don't enter data,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,1,1148,1158,16,1,,bright overcast,Fly,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,2,1159,1209,16,1,,bright overcast,HB,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1630,1635,16,1,,partly cloudy,Bumble,,Borago officinalis,4,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1630,1635,16,1,,partly cloudy,HB,,Borago officinalis,6,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1630,1635,16,1,,partly cloudy,HB,,Ocimum kilimandscharicum x basilicum ,8,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1630,1635,16,1,,partly cloudy,HB,,Vicia faba,1,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1630,1635,16,1,,partly cloudy,Bumble,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,2,1636,1641,16,1,,partly cloudy,Bumble,,Salvia canariensis,3,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,3,1642,1647,16,1,,partly cloudy,HB,,Ocimum kilimandscharicum x basilicum ,5,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,3,1642,1647,16,1,,partly cloudy,Bumble,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,4,1648,1653,16,1,,partly cloudy,HB,,Sedum sp.,1,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,4,1648,1653,16,1,,partly cloudy,Fly,,Prunus ilicifolia ssp. lyonii,27,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1655,1700,16,1,,partly cloudy,HB,,Borago officinalis,7,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1655,1700,16,1,,partly cloudy,HB,,Ocimum kilimandscharicum x basilicum ,5,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1655,1700,16,1,,partly cloudy,Bumble,,Borago officinalis,3,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1655,1700,16,1,,partly cloudy,HB,,Nasturtium sp.,2,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,2,1701,1706,16,1,,partly cloudy,Bumble,,Mentha sp.,3,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,2,1701,1706,16,1,,partly cloudy,Bumble,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,2,1701,1706,16,1,,partly cloudy,HB,,Salvia canariensis,1,,,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,3,1707,1712,16,1,,partly cloudy,HB,,Ocimum kilimandscharicum x basilicum ,4,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,3,1707,1712,16,1,,partly cloudy,Bumble,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,61,5,2021,16
SBCC,5/12/2021,Gaby,4,1713,1718,16,1,,partly cloudy,HB,,Prunus ilicifolia ssp. lyonii,15,,,Cells to the right autofill; don't enter data,61,5,2021,16
La Cumbre MS,5/19/2021,Gaby,1,1255,1303,21,1,,clear,HB,,Tagetes sp.,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,1,1255,1303,21,1,,clear,Bumble,,Eschscholzia californica,2,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,1,1255,1303,21,1,,clear,HB,,Centaurea cyanus,3,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,1,1255,1303,21,1,,clear,HB,,Eschscholzia californica,2,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,1,1255,1303,21,1,,clear,Fly,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,1,1255,1303,21,1,,clear,HB,,Unkown Purple,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1305,1312,21,1,,clear,HB,,Salvia sp.,5,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1305,1312,21,1,,clear,HB,,Tagetes sp.,2,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1305,1312,21,1,,clear,HB,,Salvia leucantha,2,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1305,1312,21,1,,clear,HB,,Diplotaxis tenuifolia,3,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1305,1312,21,1,,clear,SHBB,,Calendula sp.,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,3,1313,1318,21,1,,clear,HB,,Diplotaxis tenuifolia,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,3,1313,1318,21,1,,clear,Fly,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,3,1313,1318,21,1,,clear,HB,,Ocimum kilimandscharicum x basilicum ,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,3,1313,1318,21,1,,clear,HB,,Lobularia maritima,2,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,1,1320,1328,21,1,,clear,HB,,Centaurea cyanus,3,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,1,1320,1328,21,1,,clear,Bumble,,Eschscholzia californica,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,1,1320,1328,21,1,,clear,HB,,Calendula sp.,2,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,,Salvia sp.,7,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,,Salvia leucantha,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1331,1338,21,1,,clear,Fly,,Salvia sp.,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,,Tagetes sp.,2,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,,Diplotaxis tenuifolia,4,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,,Lobularia maritima,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,,Calendula sp.,4,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,2,1331,1338,21,1,,clear,SHBB,,Calendula sp.,3,,,Cells to the right autofill; don't enter data,70,5,2021,21
La Cumbre MS,5/19/2021,Gaby,3,1339,1344,21,1,,clear,Fly,,Diplotaxis tenuifolia,1,,,Cells to the right autofill; don't enter data,70,5,2021,21
